%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101582.267,303.836,1.165,0.582,0.198,0.192,-2.377,-1.560,0.856,1.359,0.649,-1.868,-1.281,-1.605,-0.670,-0.104,2.218,-2.548,1.780,0.733,0.727,-1.013,-8.014,-0.031,-0.568,0.001,535.448,336.520
101578.235,303.842,1.165,0.582,0.198,-0.128,-2.702,-1.226,0.428,1.673,0.216,-1.245,-1.175,-1.284,0.224,-1.042,1.690,-2.124,2.304,0.523,0.415,-0.225,-8.024,-0.108,-0.568,0.001,535.448,336.520
101586.298,303.847,1.165,0.260,0.040,0.192,-2.702,-1.003,0.963,0.836,0.433,-1.557,-1.708,-1.498,-0.223,-0.000,1.056,-2.124,2.094,0.000,0.727,-0.338,-8.045,-0.051,-0.557,0.001,535.448,336.520
101590.330,303.847,1.165,0.582,0.198,0.032,-1.945,-2.118,0.856,1.464,-0.216,-1.245,-1.068,-1.284,-0.558,-0.313,2.852,-3.079,2.304,0.733,0.000,-0.788,-8.014,-0.089,-0.568,0.001,535.448,336.520
101578.235,303.849,1.165,0.260,0.040,0.032,-1.945,-1.226,0.321,1.673,-0.216,-2.387,-0.961,-1.819,-0.558,-0.521,1.479,-2.018,1.675,0.733,0.311,-1.351,-8.024,-0.070,-0.547,0.001,535.448,336.520
101582.267,303.847,1.165,0.582,0.198,0.032,-2.594,-1.115,1.070,1.777,0.757,-1.141,-2.029,-1.498,-0.335,-0.104,2.007,-2.548,2.409,0.000,0.623,-0.788,-8.034,-0.070,-0.547,0.001,535.448,336.520
101574.204,303.837,1.165,0.582,0.198,-0.288,-2.486,-1.337,0.963,1.986,0.108,-1.453,-1.388,-2.675,-0.112,-0.000,1.479,-1.911,2.723,1.465,0.208,-0.225,-8.034,-0.089,-0.557,0.001,535.448,336.520
101578.235,303.834,1.165,0.000,-0.040,-0.128,-2.377,-1.895,0.535,1.359,0.865,-2.075,-1.708,-1.284,-0.447,-0.313,2.007,-2.548,2.199,1.361,0.415,-1.126,-8.045,-0.051,-0.557,0.001,535.448,336.520
101578.235,303.834,1.165,0.582,0.198,0.032,-2.702,-0.892,0.428,1.568,0.757,-1.764,-1.495,-1.712,-0.112,-1.146,1.796,-2.124,1.675,0.419,0.000,-0.338,-8.024,-0.070,-0.557,0.001,535.448,336.520
101574.204,303.832,1.165,0.260,0.040,0.192,-3.242,-1.783,0.856,1.150,0.433,-1.764,-1.602,-2.033,-0.335,0.209,0.634,-2.548,2.304,0.105,0.311,-0.788,-8.045,-0.089,-0.557,0.001,535.448,336.520
101574.204,303.839,1.165,0.582,0.198,0.032,-2.053,-2.675,0.963,1.777,-0.000,-2.075,-1.602,-2.033,-0.558,-0.521,2.218,-3.398,1.780,0.837,0.208,0.000,-8.055,-0.089,-0.557,0.001,535.448,336.520
101582.267,303.845,1.165,0.582,0.198,0.192,-2.702,-1.003,-0.107,1.045,-0.000,-1.972,-1.602,-1.391,-0.670,-0.729,1.584,-2.124,1.885,0.105,0.311,-0.675,-8.024,-0.089,-0.557,0.002,535.448,336.520
101578.235,303.844,1.165,0.689,0.277,0.032,-2.377,-1.115,0.856,0.836,-0.216,-1.868,-2.456,-2.033,-0.670,-1.042,1.690,-2.655,1.885,-0.418,0.104,-0.901,-8.034,-0.089,-0.568,0.002,535.448,336.520
101574.204,303.849,1.165,0.582,0.198,0.192,-2.702,-1.560,1.070,1.882,-0.108,-1.764,-1.281,-2.568,-0.781,-0.313,1.796,-2.867,2.199,0.837,0.000,-0.113,-8.034,-0.089,-0.578,0.001,535.448,336.520
101574.204,303.840,1.165,0.451,0.119,0.032,-2.377,-2.118,0.856,1.568,0.108,-1.764,-0.961,-1.284,-1.005,-0.208,1.690,-2.548,2.094,0.419,0.104,-1.688,-8.034,-0.070,-0.547,0.001,535.448,336.520
101582.267,303.839,1.165,0.582,0.198,0.032,-2.486,-1.115,0.749,1.150,0.433,-1.141,-1.175,-1.498,-0.000,-0.834,2.007,-2.548,2.094,0.314,0.519,-0.338,-8.034,-0.108,-0.568,0.002,535.448,336.520
101582.267,303.834,1.165,0.781,0.356,0.032,-2.810,-1.449,0.963,1.568,0.216,-1.660,-1.281,-1.605,-0.558,-0.417,1.056,-2.230,2.618,0.314,0.519,0.000,-8.024,-0.108,-0.568,0.001,535.448,336.520
101582.267,303.836,1.165,0.689,0.277,-0.288,-2.486,-2.229,0.856,1.568,-0.108,-1.660,-1.388,-2.033,-0.670,0.313,2.007,-2.867,2.513,0.942,0.208,-0.225,-8.045,-0.070,-0.568,-0.000,535.448,336.520
101578.235,303.837,1.165,0.582,0.198,-0.288,-1.729,-1.449,0.214,2.091,0.433,-2.075,-1.388,-1.926,-0.000,-0.521,1.479,-2.336,1.361,0.628,0.311,-0.563,-8.045,-0.089,-0.578,0.000,535.448,336.520
101574.204,303.842,1.165,0.864,0.435,0.192,-2.702,-1.672,0.963,0.941,0.433,-1.764,-2.456,-2.033,-0.335,-0.625,2.007,-2.124,2.827,-0.418,0.519,-0.675,-8.045,-0.108,-0.557,0.001,535.448,336.520
101574.204,303.844,1.165,0.260,0.040,-0.288,-2.702,-0.780,0.749,1.568,0.757,-2.179,-1.602,-0.749,0.112,-0.417,1.901,-2.230,2.094,0.209,0.727,-0.338,-5.962,-0.070,-0.405,0.002,535.448,336.520
101566.141,303.845,1.164,0.451,0.119,-0.448,-1.945,-1.115,1.927,1.255,0.541,-1.141,-1.388,-1.712,0.112,-0.313,1.479,-1.911,2.722,0.105,0.104,-1.013,-6.004,-0.070,-0.415,-0.000,535.448,336.520
101570.173,303.840,1.165,0.000,-0.040,-0.288,-2.054,-1.449,0.749,1.986,0.216,-1.868,-1.175,-2.675,-0.223,0.522,1.796,-2.336,2.094,0.523,-0.104,-0.450,-6.014,-0.108,-0.425,-0.000,535.448,336.520
101562.110,303.842,1.164,0.451,0.119,-0.288,-2.378,-2.118,0.856,1.673,0.541,-1.868,-2.029,-1.498,-0.670,-0.625,1.690,-2.124,2.513,0.523,0.831,-1.238,-5.994,-0.070,-0.405,0.001,535.448,336.520
101566.141,303.836,1.165,0.261,0.040,-0.288,-2.162,-1.449,0.642,1.568,0.108,-1.349,-1.922,-1.605,-0.335,-1.250,1.901,-2.442,1.780,0.419,0.415,0.113,-6.004,-0.070,-0.415,0.002,535.448,336.520
101562.110,303.839,1.164,0.261,0.040,-0.128,-2.810,-1.449,1.284,0.836,0.541,-1.972,-1.602,-2.140,-0.223,-0.313,1.056,-2.230,2.303,0.523,0.104,-0.788,-5.994,-0.089,-0.405,0.000,535.448,336.520
101574.204,303.845,1.165,0.582,0.198,-0.128,-2.054,-2.118,0.535,1.359,-0.324,-1.868,-0.854,-1.712,-0.446,-0.208,2.218,-3.079,2.199,0.628,0.519,-0.338,-5.994,-0.089,-0.395,0.001,535.448,336.520
101578.235,303.844,1.165,0.451,0.119,0.032,-2.378,-1.449,0.535,1.254,0.433,-2.283,-1.602,-1.498,-0.223,-0.729,2.007,-2.230,1.885,1.256,0.519,-0.563,-6.004,-0.089,-0.415,0.001,535.448,336.520
101582.267,303.847,1.165,0.582,0.198,0.192,-2.162,-1.115,1.177,1.045,0.324,-2.179,-1.602,-1.819,-0.112,-0.000,1.690,-2.761,2.618,-0.209,0.208,-0.450,-6.014,-0.108,-0.415,0.001,535.448,336.520
101574.204,303.844,1.165,0.781,0.356,0.032,-2.162,-1.003,0.963,2.091,-0.324,-1.349,-1.175,-2.247,-0.223,-0.313,2.324,-2.548,1.885,0.942,-0.829,-0.450,-6.035,-0.070,-0.415,0.000,535.448,336.520
101586.298,303.844,1.165,0.864,0.435,0.032,-2.270,-1.672,0.642,1.882,0.433,-2.075,-1.708,-1.070,-0.558,0.000,1.796,-2.336,2.199,0.523,0.831,-1.013,-6.004,-0.089,-0.425,0.001,535.448,336.520
101578.235,303.842,1.165,0.689,0.277,0.192,-1.945,-1.560,0.535,1.464,0.216,-1.764,-1.602,-1.498,-0.112,-0.104,1.584,-2.124,2.199,0.419,0.311,0.338,-6.004,-0.089,-0.415,0.001,535.448,336.520
101574.204,303.845,1.165,0.689,0.277,0.192,-2.486,-0.780,0.856,1.359,0.649,-1.660,-1.602,-1.926,-0.223,-0.104,0.951,-2.230,2.199,0.314,0.104,-0.563,-6.025,-0.070,-0.415,0.001,535.448,336.520
101570.173,303.834,1.165,0.582,0.198,-0.128,-2.270,-2.006,0.749,1.464,0.108,-1.141,-0.961,-1.284,-0.335,0.000,2.324,-3.186,2.199,1.361,0.415,-0.788,-6.025,-0.089,-0.425,-0.000,535.448,336.520
101578.235,303.840,1.165,0.582,0.198,-0.128,-2.378,-1.003,0.642,2.091,0.865,-2.283,-1.068,-1.284,0.447,-0.625,1.901,-2.018,1.780,0.419,0.208,-0.675,-6.025,-0.089,-0.425,0.001,535.448,336.520
101578.235,303.844,1.165,0.451,0.119,0.032,-1.837,-1.449,1.070,1.045,-0.540,-1.764,-1.922,-1.498,0.335,0.000,2.218,-2.336,2.723,-0.418,0.623,0.338,-6.014,-0.089,-0.425,0.000,535.448,336.520
101578.235,303.842,1.165,0.451,0.119,0.032,-2.378,-1.449,1.284,2.091,0.541,-1.972,-1.175,-2.140,-0.558,0.209,1.796,-2.761,2.409,0.419,-0.104,-0.338,-6.025,-0.089,-0.415,0.001,535.448,336.520
101590.330,303.842,1.165,0.582,0.198,0.352,-2.162,-1.560,0.963,1.986,0.865,-1.453,-1.175,-1.498,-1.005,-0.313,1.584,-2.973,1.466,-0.209,0.000,-1.576,-6.025,-0.070,-0.405,0.000,535.448,336.520
101586.298,303.844,1.165,0.689,0.277,0.672,-2.918,-1.115,0.749,2.509,0.649,-1.349,-1.815,-1.284,0.224,-0.938,1.690,-2.018,1.780,0.733,0.208,0.000,-5.983,-0.089,-0.425,0.000,535.448,336.520
101598.393,303.840,1.165,0.939,0.514,0.512,-2.702,-1.672,1.392,0.627,0.108,-1.557,-1.602,-2.461,-0.781,0.000,1.268,-1.805,2.094,0.209,0.727,-0.450,-5.994,-0.070,-0.436,0.000,535.448,336.520
101582.267,303.847,1.165,0.000,-0.040,0.192,-1.945,-2.006,1.070,2.195,0.000,-1.453,-1.815,-1.605,0.112,-0.313,1.902,-2.442,1.675,0.837,-0.415,-0.338,-3.974,-0.089,-0.283,0.000,535.448,336.520
101586.298,303.845,1.165,0.260,0.040,0.032,-2.054,-1.337,0.963,2.300,0.433,-1.972,-1.175,-1.498,-0.447,0.000,2.219,-2.124,1.990,0.314,0.311,-0.563,-3.984,-0.070,-0.304,-0.000,535.448,336.520
101582.267,303.840,1.165,0.000,-0.198,-0.448,-1.729,-1.003,0.642,1.673,0.000,-1.557,-1.708,-1.605,0.224,-0.313,1.796,-2.124,2.513,-0.104,0.104,-0.225,-3.984,-0.089,-0.273,0.000,535.448,336.520
101574.204,303.844,1.165,0.000,-0.277,0.032,-2.702,-2.006,0.963,1.986,0.433,-1.245,-1.281,-2.140,-0.335,-0.104,1.479,-2.124,2.304,0.942,0.208,-0.225,-4.005,-0.089,-0.304,0.000,535.448,336.520
101574.204,303.840,1.165,0.000,-0.198,0.032,-2.486,-2.118,0.749,1.568,0.216,-1.764,-1.388,-0.963,-0.558,0.209,1.902,-2.973,2.094,0.733,0.623,-1.013,-4.015,-0.089,-0.293,-0.000,535.448,336.520
101582.267,303.842,1.165,0.000,-0.198,0.192,-2.486,-0.892,0.214,1.673,1.190,-1.972,-1.495,-2.033,0.112,-0.729,1.585,-2.442,2.304,0.105,0.000,0.000,-4.036,-0.127,-0.304,0.000,535.448,336.520
101578.235,303.845,1.165,0.000,-0.198,0.192,-2.594,-1.560,0.642,1.045,0.649,-1.764,-1.708,-1.712,-0.558,0.209,0.845,-2.867,2.408,-0.104,0.104,-0.225,-4.005,-0.089,-0.304,0.001,535.448,336.520
101582.267,303.842,1.165,0.000,-0.119,0.032,-2.270,-2.341,0.856,1.254,-0.108,-1.660,-1.388,-2.140,-0.670,-0.313,2.113,-2.548,1.571,0.523,-0.207,-0.450,-3.995,-0.070,-0.293,-0.001,535.448,336.520
101582.267,303.842,1.165,0.000,-0.119,0.032,-2.810,-1.115,0.428,1.254,0.108,-2.698,-1.602,-2.033,-0.223,-0.208,2.007,-2.655,1.571,0.314,-0.311,-0.788,-3.995,-0.127,-0.273,0.000,535.448,336.520
101590.330,303.844,1.165,0.000,-0.119,0.192,-2.054,-0.669,0.856,1.254,0.757,-1.972,-2.029,-2.354,-0.112,-0.834,1.902,-2.655,2.618,-0.836,0.000,-0.450,-3.984,-0.089,-0.314,-0.000,535.448,336.520
101582.267,303.844,1.165,0.689,0.277,0.032,-3.242,-1.895,0.428,1.464,-0.000,-1.764,-1.281,-2.033,-0.335,0.104,1.690,-2.336,1.885,0.733,-0.311,-0.450,-3.984,-0.108,-0.304,0.000,535.448,336.520
101586.298,303.845,1.165,0.000,-0.119,-0.128,-2.378,-2.452,0.856,2.195,0.541,-1.764,-1.602,-1.605,-1.116,-0.521,2.218,-2.442,2.408,0.628,0.519,-0.788,-4.015,-0.089,-0.283,0.000,535.448,336.520
101574.204,303.844,1.165,0.000,-0.277,-0.288,-2.486,-1.337,0.321,1.777,0.649,-1.972,-1.708,-1.712,0.112,-0.834,1.584,-2.336,1.885,0.628,-0.104,-0.450,-4.026,-0.089,-0.293,0.000,535.448,336.520
101578.235,303.842,1.165,0.000,-0.277,0.032,-2.594,-1.115,0.535,1.045,0.541,-1.557,-1.175,-2.140,-0.335,-0.521,1.584,-2.761,2.094,0.419,-0.207,-0.113,-4.015,-0.089,-0.283,0.000,535.448,336.520
101582.267,303.842,1.165,0.000,-0.040,-0.288,-1.945,-1.895,1.070,1.673,-0.216,-1.868,-1.068,-1.498,-0.781,-0.313,2.218,-2.548,2.303,0.837,0.000,-0.788,-4.015,-0.070,-0.293,0.001,535.448,336.520
101570.173,303.840,1.165,0.000,-0.040,-0.128,-2.162,-1.226,0.535,1.464,0.865,-2.283,-1.495,-1.498,0.224,-0.625,1.901,-1.911,1.571,0.628,0.934,-0.450,-3.995,-0.070,-0.314,0.000,535.448,336.520
101578.235,303.840,1.165,0.451,0.119,-0.128,-2.161,-0.892,1.070,1.568,-0.000,-1.453,-2.136,-1.712,-0.112,-0.313,1.690,-2.230,2.618,-0.418,0.311,-0.563,-4.026,-0.051,-0.293,0.000,535.448,336.520
101570.173,303.842,1.165,0.261,0.040,-0.128,-2.161,-1.672,0.749,1.882,0.108,-1.453,-1.175,-2.568,-0.000,0.104,1.796,-2.442,1.571,0.942,-0.518,-1.238,-3.984,-0.108,-0.334,0.001,535.448,336.520
101578.235,303.840,1.165,0.260,0.040,-0.288,-1.945,-1.895,0.749,1.254,0.541,-1.972,-1.708,-1.605,-1.116,-0.521,1.690,-2.655,1.780,0.314,0.208,-0.901,-4.005,-0.089,-0.293,0.001,535.448,336.520
101582.267,303.840,1.165,0.582,0.198,-0.128,-2.594,-0.780,0.749,1.464,-0.108,-1.764,-1.815,-1.926,-0.223,-0.625,1.901,-2.230,2.303,0.314,-0.104,-0.338,-3.953,-0.089,-0.304,0.000,535.448,336.520
101582.267,303.850,1.165,0.451,0.119,0.352,-2.594,-1.560,0.856,1.464,0.541,-1.764,-1.495,-1.712,-0.558,0.104,1.373,-2.442,2.304,0.523,-0.104,-0.788,-2.047,-0.108,-0.172,0.000,535.448,336.520
101582.267,303.844,1.165,0.781,0.356,0.192,-1.189,-2.118,0.214,1.568,0.000,-1.972,-1.281,-2.033,-0.447,-0.417,2.324,-2.973,2.304,0.105,0.208,-0.338,-2.037,-0.089,-0.161,0.000,535.448,336.520
101582.267,303.842,1.165,0.000,-0.040,0.192,-2.810,-1.449,0.107,1.673,0.433,-2.179,-1.281,-1.605,-0.112,-0.417,1.690,-1.911,1.885,0.628,0.415,-1.126,-2.027,-0.089,-0.172,0.000,535.448,336.520
101582.267,303.845,1.165,0.260,0.040,0.512,-2.486,-0.780,0.856,1.568,0.108,-1.557,-2.029,-1.926,-0.447,-0.521,1.690,-2.548,2.304,-0.209,0.000,-0.563,-2.058,-0.108,-0.151,0.000,535.448,336.520
101582.267,303.847,1.165,0.582,0.198,0.512,-2.378,-1.560,0.856,1.464,-0.108,-1.972,-1.175,-2.461,-1.340,-0.521,1.902,-2.336,1.990,0.942,-0.622,-0.788,-2.047,-0.051,-0.172,0.000,535.448,336.520
101582.267,303.845,1.165,0.689,0.277,0.672,-2.270,-1.783,0.214,1.777,0.865,-2.075,-1.388,-1.605,-0.670,-0.313,2.113,-1.911,2.094,0.314,-0.104,-1.238,-2.047,-0.070,-0.161,0.001,535.448,336.520
101590.330,303.850,1.165,0.689,0.277,0.512,-2.378,-0.446,0.214,1.986,0.649,-1.764,-1.922,-1.926,0.112,-1.042,2.219,-2.336,2.304,0.733,0.208,-0.338,-2.027,-0.089,-0.182,-0.000,535.448,336.520
