%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101719.336,303.626,1.167,0.000,-0.122,-0.080,-2.810,-0.892,1.070,1.359,0.433,-1.349,-1.281,-1.926,-0.223,0.000,1.268,-2.443,2.304,1.047,0.415,-0.675,-6.923,0.290,-0.624,0.001,535.448,336.520
101727.399,303.624,1.167,0.000,-0.043,0.240,-1.729,-2.006,0.535,1.673,0.433,-2.076,-1.388,-1.498,-1.005,-0.208,2.113,-2.549,2.513,0.942,0.415,-0.113,-6.954,0.252,-0.624,0.001,535.448,336.520
101731.431,303.626,1.167,0.000,-0.122,0.240,-2.270,-0.669,0.321,1.568,0.541,-2.283,-1.281,-1.605,-0.112,-0.521,1.901,-2.230,1.675,0.628,0.415,-0.225,-6.954,0.271,-0.614,0.001,535.448,336.520
101731.431,303.624,1.167,0.000,-0.043,-0.080,-2.054,-0.780,1.070,1.359,0.433,-1.453,-1.602,-1.498,-0.335,0.104,1.796,-2.018,2.723,-0.209,0.934,-0.338,-6.954,0.271,-0.614,0.000,535.448,336.520
101727.399,303.629,1.167,0.247,0.036,0.080,-2.594,-1.672,0.856,1.987,0.216,-1.557,-1.495,-2.140,0.000,0.000,2.324,-2.761,2.304,1.047,-0.000,-0.113,-6.933,0.290,-0.604,0.001,535.448,336.520
101731.431,303.626,1.167,0.000,-0.043,0.240,-2.270,-1.226,1.177,1.882,0.973,-1.868,-1.388,-1.391,-0.893,0.104,1.901,-2.443,2.723,0.628,0.831,-0.901,-6.923,0.290,-0.624,0.001,535.448,336.520
101739.494,303.628,1.167,0.576,0.194,0.240,-2.054,-1.003,0.749,2.091,0.541,-1.349,-1.708,-1.391,-0.112,-0.417,2.007,-2.230,2.932,0.942,0.208,-0.225,-6.923,0.290,-0.614,0.001,535.448,336.520
101743.525,303.631,1.167,0.000,-0.043,0.080,-2.810,-0.892,1.284,1.255,0.324,-1.453,-1.281,-2.033,0.559,0.313,1.479,-1.593,2.513,0.733,0.415,-0.225,-6.944,0.290,-0.624,0.000,535.448,336.520
101735.462,303.632,1.167,0.443,0.115,0.240,-1.297,-1.672,1.177,1.464,0.108,-1.557,-1.068,-1.070,-0.781,-0.104,2.852,-2.867,2.199,0.628,0.311,-0.450,-6.933,0.290,-0.624,0.001,535.448,336.520
101727.399,303.624,1.167,0.000,-0.043,0.080,-2.054,-1.337,0.963,1.255,1.081,-2.076,-1.281,-1.391,-0.112,-0.104,1.690,-1.912,1.675,1.047,0.415,-0.788,-6.912,0.271,-0.624,0.001,535.448,336.520
