%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
102352.275,302.538,1.179,0.433,0.111,0.216,-1.945,-0.669,0.963,2.196,0.865,-1.453,-1.281,-1.498,0.783,-0.313,2.324,-1.912,1.990,1.151,1.142,0.226,-7.917,0.048,-0.290,0.000,535.448,336.520
102352.275,302.539,1.179,0.232,0.032,-0.104,-2.594,-1.115,1.606,1.359,0.433,-1.868,-0.961,-1.498,0.224,0.835,1.902,-1.699,3.351,0.314,0.831,-0.113,-7.927,0.048,-0.280,-0.000,535.448,336.520
102356.307,302.536,1.179,0.675,0.269,0.056,-1.837,-1.115,1.284,1.987,-0.000,-1.453,-1.495,-1.926,-0.223,0.313,2.747,-2.443,1.780,0.523,-0.104,0.000,-7.927,0.010,-0.270,0.001,535.448,336.520
102352.275,302.539,1.179,0.433,0.111,-0.264,-1.945,-1.003,1.177,1.987,0.649,-1.453,-1.175,-1.177,-0.558,0.313,2.430,-2.336,2.199,0.523,1.038,-0.563,-7.948,0.029,-0.280,0.000,535.448,336.520
102344.213,302.538,1.178,0.675,0.269,-0.424,-2.270,-0.557,1.177,2.300,0.649,-1.453,-1.388,-1.605,0.000,-0.417,1.796,-1.699,2.513,0.733,0.208,0.226,-7.927,0.010,-0.280,0.001,535.448,336.520
102356.307,302.536,1.179,0.851,0.427,-0.104,-2.810,-1.003,0.642,1.568,0.541,-1.660,-1.281,-1.391,0.336,0.731,1.902,-1.912,2.304,1.047,0.208,0.338,-7.917,0.048,-0.280,0.000,535.448,336.520
102356.307,302.538,1.179,0.567,0.190,0.056,-1.837,-1.784,1.606,1.882,0.433,-1.557,-1.815,-1.605,-0.335,0.313,2.218,-2.655,2.094,1.047,0.312,0.113,-7.917,0.029,-0.270,0.001,535.448,336.520
102360.338,302.541,1.179,0.768,0.348,-0.424,-2.162,-0.557,0.321,1.150,0.757,-2.387,-1.281,-2.140,0.112,-0.208,2.113,-1.487,1.780,1.047,0.208,0.226,-7.906,-0.029,-0.280,0.002,535.448,336.520
102352.275,302.536,1.179,0.768,0.348,-0.424,-2.702,-1.449,1.070,1.568,0.433,-1.038,-2.029,-1.605,0.336,0.626,2.007,-1.912,2.513,0.314,0.415,0.564,-7.927,0.029,-0.259,0.001,535.448,336.520
102360.338,302.539,1.179,0.675,0.269,-0.264,-2.594,-1.226,1.392,1.882,0.433,-1.557,-1.175,-2.033,-0.112,0.835,2.324,-2.124,2.827,1.151,0.104,0.113,-7.927,0.029,-0.290,0.000,535.448,336.520
