%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
99598.792,302.423,1.147,0.000,-0.253,0.520,-3.350,-2.675,-0.534,0.105,-0.000,-3.217,-2.669,-2.568,-1.786,-1.146,0.634,-3.398,1.361,-0.522,-0.311,-2.476,-6.959,0.217,-0.277,0.005,535.448,336.520
99598.792,302.425,1.147,0.000,-0.095,0.520,-3.350,-2.341,-0.534,0.523,-0.432,-2.075,-3.097,-2.675,-1.228,-1.979,0.845,-3.292,1.257,-0.836,-0.207,-1.126,-6.948,0.217,-0.257,0.005,535.448,336.520
99590.729,302.425,1.147,0.000,-0.174,0.360,-3.674,-2.786,-0.000,0.105,-0.756,-2.075,-2.456,-2.675,-1.786,-1.459,0.000,-3.504,0.733,-0.731,-0.518,-1.576,-6.948,0.255,-0.277,0.005,535.448,336.520
99590.729,302.420,1.147,0.000,-0.095,0.520,-3.026,-3.344,-0.214,0.836,-0.864,-2.698,-2.883,-2.461,-1.116,-1.459,1.162,-4.247,1.361,-0.836,-1.036,-1.801,-6.959,0.255,-0.257,0.005,535.448,336.520
99578.635,302.418,1.147,0.000,-0.174,0.520,-2.918,-1.783,-0.428,0.732,-0.000,-3.321,-2.349,-2.033,-1.005,-1.146,0.739,-3.398,0.942,-1.045,-0.726,-2.364,-6.948,0.217,-0.257,0.005,535.448,336.520
99586.698,302.418,1.147,0.000,-0.016,0.200,-3.458,-2.006,-0.107,0.627,-0.540,-2.802,-3.417,-2.461,-1.340,-1.459,0.634,-3.398,1.675,-1.776,-0.518,-1.351,-6.980,0.236,-0.267,0.004,535.448,336.520
99590.729,302.420,1.147,0.000,-0.332,0.040,-3.674,-2.786,-0.428,0.627,-1.295,-2.283,-2.776,-3.531,-1.451,-1.354,0.528,-3.079,1.257,-0.522,-0.726,-1.801,-6.948,0.236,-0.257,0.005,535.448,336.520
99578.635,302.418,1.147,0.000,-0.253,-0.120,-3.890,-2.786,0.107,0.418,0.541,-2.491,-2.242,-2.354,-2.009,-1.042,0.739,-4.035,1.152,-0.522,-0.622,-1.914,-6.959,0.236,-0.267,0.005,535.448,336.520
99586.698,302.420,1.147,0.000,-0.332,0.040,-3.458,-2.229,-0.748,0.418,-0.756,-3.321,-3.203,-2.675,-1.005,-2.188,0.423,-3.716,0.942,-0.940,-1.140,-1.351,-6.990,0.217,-0.267,0.005,535.448,336.520
99582.666,302.417,1.147,0.000,-0.411,0.360,-3.782,-2.563,-0.214,-0.104,-0.540,-3.009,-2.669,-2.140,-0.893,-1.042,0.211,-3.610,1.047,-0.836,-0.829,-1.351,-6.980,0.197,-0.277,0.006,535.448,336.520
99586.698,302.413,1.147,0.000,-0.174,0.520,-2.810,-2.341,-0.107,0.836,-1.187,-2.906,-2.242,-2.782,-1.451,-1.042,0.634,-4.141,1.047,-0.627,-1.866,-2.026,-6.959,0.255,-0.257,0.005,535.448,336.520
99586.698,302.418,1.147,0.000,-0.174,0.200,-3.674,-2.563,-0.321,0.941,-0.432,-3.217,-2.776,-2.354,-1.563,-1.563,0.423,-2.867,1.047,-0.836,0.104,-2.364,-6.959,0.217,-0.277,0.006,535.448,336.520
99586.698,302.421,1.147,0.000,-0.095,0.200,-3.026,-2.006,-0.748,0.836,-0.216,-3.009,-3.203,-2.675,-1.451,-2.292,0.528,-3.292,1.257,-0.836,-1.140,-1.576,-6.969,0.217,-0.267,0.005,535.448,336.520
99590.729,302.420,1.147,0.000,-0.016,0.200,-4.431,-2.675,-0.428,0.523,-0.540,-2.802,-2.456,-3.103,-1.451,-1.146,-0.738,-3.929,1.047,-0.731,-1.347,-1.688,-6.928,0.255,-0.257,0.005,535.448,336.520
99606.855,302.421,1.147,0.332,0.063,0.360,-3.134,-3.455,-0.641,-0.104,-0.648,-3.113,-2.563,-2.247,-1.451,-1.667,0.739,-4.354,1.047,-1.045,-0.726,-2.139,-6.959,0.236,-0.247,0.004,535.448,336.520
99606.855,302.420,1.147,0.000,-0.253,0.680,-3.890,-2.786,-0.748,-0.000,-0.972,-3.217,-2.883,-2.996,-1.116,-2.188,0.528,-3.504,0.524,-0.940,-1.036,-2.139,-6.948,0.255,-0.277,0.005,535.448,336.520
99598.792,302.418,1.147,0.000,-0.095,0.360,-3.567,-2.452,-0.000,-0.000,-0.972,-3.009,-3.630,-2.568,-1.563,-1.771,0.317,-4.141,1.152,-1.045,-0.829,-1.914,-6.938,0.236,-0.267,0.004,535.448,336.520
99594.761,302.415,1.147,0.000,-0.016,0.200,-3.675,-2.563,-0.428,-0.209,-1.295,-2.906,-2.456,-3.531,-1.674,-1.355,0.317,-4.035,0.838,-0.418,-1.451,-1.801,-6.980,0.236,-0.267,0.006,535.448,336.520
99594.761,302.412,1.147,0.000,-0.174,0.200,-3.459,-3.009,-1.176,0.418,-0.972,-3.424,-2.883,-2.889,-2.567,-1.146,0.528,-3.716,0.733,-0.940,-1.244,-2.251,-6.990,0.255,-0.267,0.003,535.448,336.520
99582.666,302.415,1.147,0.000,-0.253,0.360,-3.783,-2.786,-0.855,0.314,-0.324,-2.594,-2.669,-2.996,-1.116,-2.501,0.845,-3.610,1.257,-0.209,-0.933,-0.901,-7.000,0.236,-0.267,0.005,535.448,336.520
99578.635,302.426,1.147,0.498,0.142,0.200,-2.918,-2.118,-0.107,0.209,-0.540,-2.283,-3.310,-2.247,-1.005,-1.250,0.423,-3.716,1.675,-1.045,-0.726,-1.576,-5.053,0.217,-0.206,0.005,535.448,336.520
99594.761,302.428,1.147,0.332,0.063,-0.120,-3.782,-3.121,-0.000,0.627,-0.648,-2.491,-2.349,-3.531,-1.340,-1.042,0.634,-3.186,0.733,-0.313,-0.829,-0.901,-5.074,0.236,-0.176,0.004,535.448,336.520
99586.698,302.423,1.147,0.000,-0.095,-0.120,-3.242,-3.344,-0.428,0.627,-0.324,-2.906,-2.669,-2.461,-2.121,-1.667,1.056,-3.716,0.942,-0.731,-0.622,-2.364,-5.085,0.217,-0.216,0.005,535.448,336.520
99578.635,302.428,1.147,0.000,-0.016,0.040,-3.458,-2.341,-0.428,0.523,-0.432,-3.009,-2.776,-2.568,-1.228,-1.563,0.106,-3.823,0.942,-0.418,-1.555,-1.914,-5.085,0.217,-0.196,0.005,535.448,336.520
99582.666,302.428,1.147,0.000,-0.016,0.040,-3.674,-3.121,-0.107,-0.313,-0.756,-2.906,-2.669,-2.033,-1.786,-1.146,-0.316,-3.716,0.838,-1.358,-0.726,-1.801,-5.064,0.217,-0.196,0.004,535.448,336.520
99586.698,302.428,1.147,0.724,0.300,0.040,-3.350,-3.232,-0.641,-0.104,-1.403,-3.217,-2.669,-2.996,-2.009,-1.979,0.739,-4.247,0.942,-0.522,-1.347,-1.801,-5.043,0.236,-0.206,0.004,535.448,336.520
99594.761,302.429,1.147,0.332,0.063,0.040,-4.107,-2.006,-0.534,-0.000,-0.756,-3.632,-2.563,-2.996,-1.675,-1.875,0.106,-2.867,0.838,-1.149,-1.244,-2.814,-5.053,0.255,-0.196,0.004,535.448,336.520
