%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
100473.617,301.933,1.159,0,-0.036,-0.296,-3.242,-1.337,0.642,0.836,0,-2.179,-1.815,-2.675,-0.67,-0.417,1.268,-2.23,2.408,0.419,0.415,-0.338,-8.029,0.027,-0.477,0.002,535.448,336.52
100469.585,301.939,1.159,0,-0.115,-0.616,-2.054,-2.452,0.856,1.359,-0.324,-2.075,-1.708,-2.14,-1.34,-0.625,1.796,-3.186,1.466,-0.104,0,-1.238,-8.081,-0.012,-0.467,0.001,535.448,336.52
100465.554,301.933,1.159,0,-0.036,-0.136,-2.918,-1.672,-0.107,1.15,-0.216,-2.491,-1.602,-1.605,0,-0.208,1.796,-1.805,1.361,0.733,0.104,-0.901,-8.06,0.027,-0.457,0.001,535.448,336.52
100481.68,301.933,1.159,0,-0.115,-0.296,-2.378,-1.226,1.177,0.732,0,-2.179,-2.456,-1.712,-0.558,-0.104,1.479,-2.443,2.094,-0.313,0,-0.563,-8.06,0.008,-0.477,0.003,535.448,336.52
100477.648,301.931,1.159,0.46,0.122,-0.296,-2.702,-1.672,0.749,1.254,0.216,-1.66,-1.495,-2.247,-0.335,-0.104,2.007,-2.018,2.094,0.419,-0.622,-0.788,-8.039,0.008,-0.477,0.002,535.448,336.52
100481.68,301.931,1.159,0,-0.194,-0.136,-2.378,-1.56,0.107,1.254,0.325,-2.075,-1.708,-1.819,-1.005,-0.313,2.007,-2.018,2.199,0.733,0.727,-1.238,-8.018,0.046,-0.467,0.002,535.448,336.52
100473.617,301.938,1.159,0,-0.036,-0.136,-2.378,-1.003,0.749,1.464,0.973,-1.349,-1.815,-2.14,0,-1.042,1.479,-2.018,2.094,0.209,0.208,-0.45,-8.049,0.027,-0.477,0.002,535.448,336.52
100493.774,301.936,1.159,0.46,0.122,-0.296,-3.567,-1.449,0.749,0.836,0.325,-1.453,-1.495,-1.819,-1.005,-0.313,1.162,-2.336,2.094,0.105,0.311,-0.563,-8.049,-0.012,-0.477,0.003,535.448,336.52
100473.617,301.931,1.159,0.274,0.043,0.024,-2.594,-1.895,0.428,1.359,-0.54,-2.698,-1.708,-1.391,-0.223,-0.729,1.585,-3.08,1.989,0.209,0.415,-0.675,-8.049,0.008,-0.477,0.001,535.448,336.52
100477.648,301.936,1.159,0,-0.115,-0.136,-2.486,-1.337,-0.214,1.359,0,-2.906,-1.922,-2.033,-0.335,-1.25,1.268,-2.23,1.466,0.209,0.208,-1.126,-8.06,0.046,-0.497,0.002,535.448,336.52
100469.585,301.93,1.159,0,-0.115,-0.456,-2.81,-1.003,0.642,1.882,0.433,-1.972,-2.349,-1.498,-0.112,-0.625,1.796,-2.761,2.408,0.105,0.415,0.113,-8.06,0.008,-0.457,0.002,535.448,336.52
100477.648,301.933,1.159,0.274,0.043,-0.456,-2.918,-1.895,1.07,1.254,0,-2.179,-1.815,-2.568,-0.223,-0.208,1.69,-2.548,2.303,0.733,-0.933,-0.675,-8.06,0.027,-0.467,0.002,535.448,336.52
100481.68,301.93,1.159,0,-0.115,-0.296,-2.702,-2.563,0.214,1.986,0.865,-2.075,-1.281,-1.391,-1.34,-0.313,1.479,-2.124,1.78,0.419,0.415,-1.126,-8.06,0.008,-0.457,0.002,535.448,336.52
100473.617,301.931,1.159,0,-0.115,-0.456,-2.702,-1.003,0,1.359,0.433,-1.764,-1.495,-2.14,0.447,-1.25,1.796,-2.124,2.409,0.209,0.623,-0.901,-8.049,-0.012,-0.467,0.002,535.448,336.52
100469.585,301.93,1.159,0,-0.036,-0.296,-3.242,-1.226,1.392,0.523,0.541,-1.66,-1.281,-2.14,-0.223,-0.208,1.479,-2.761,1.885,-0.104,0.415,-0.338,-8.039,-0.031,-0.477,0.002,535.448,336.52
100473.617,301.931,1.159,0.59,0.202,-0.456,-3.026,-2.118,0.321,1.464,-0.432,-1.868,-1.495,-1.926,-0.223,-0.417,1.584,-2.761,1.99,0.837,0,-0.338,-8.039,0.027,-0.467,0.002,535.448,336.52
100481.68,301.938,1.159,0.46,0.122,-0.296,-2.594,-1.895,0.107,1.568,-0.324,-2.906,-2.242,-2.033,-0.67,-0.729,1.584,-2.018,1.675,0.628,0.311,-1.238,-7.997,0.027,-0.487,0.002,535.448,336.52
100481.68,301.938,1.159,0.46,0.122,-0.296,-2.918,-1.449,0.642,1.777,0.108,-1.557,-2.563,-2.14,0,-0.313,1.479,-2.124,1.78,0.314,0.104,-0.225,-8.018,0.008,-0.467,0.002,535.448,336.52
100477.648,301.933,1.159,0.59,0.202,-0.296,-2.486,-1.672,0.856,1.464,0.216,-1.972,-1.388,-2.782,-0.223,-0.208,1.796,-2.124,2.304,0.837,0.623,-0.338,-8.018,0.008,-0.477,0.002,535.448,336.52
100469.585,301.933,1.159,0.274,0.043,-0.296,-2.918,-1.672,0.428,1.777,0.325,-1.66,-1.815,-1.712,-0.447,-0.208,1.479,-2.442,1.99,0.942,0.311,-0.788,-8.039,0.027,-0.436,0.002,535.448,336.52
