%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101086.398,302.176,1.165,0.000,-0.095,0.024,-1.837,-1.337,1.499,1.987,0.649,-1.141,-0.961,-0.428,-0.335,0.104,2.958,-1.805,2.827,1.361,1.142,-0.225,-6.055,0.008,-0.364,0.002,535.448,336.520
101082.366,302.176,1.165,0.000,-0.174,0.184,-1.837,-1.003,0.749,2.196,0.973,-0.934,-0.427,-0.963,0.671,-0.000,2.430,-1.487,2.199,0.942,1.246,0.451,-6.055,0.046,-0.374,0.001,535.448,336.520
101094.461,302.181,1.165,0.000,-0.095,0.024,-1.621,-0.780,1.606,1.359,0.757,-1.349,-0.747,-1.177,0.559,0.104,2.430,-1.593,1.989,0.419,0.831,0.902,-6.044,0.027,-0.374,0.002,535.448,336.520
101086.398,302.178,1.165,0.000,-0.174,0.504,-1.189,-0.780,1.499,2.509,0.324,-1.557,-0.320,-1.284,0.336,0.939,2.747,-1.487,3.036,1.151,0.208,0.338,-6.034,0.008,-0.384,0.001,535.448,336.520
101094.461,302.183,1.165,0.000,-0.095,0.184,-1.297,-0.669,1.499,2.405,1.081,-1.453,-0.641,-0.749,0.224,-0.000,2.536,-1.168,2.408,1.465,1.038,-0.338,-6.023,-0.012,-0.404,0.002,535.448,336.520
101090.429,302.181,1.165,0.000,-0.016,-0.136,-1.837,-0.557,1.927,1.987,0.757,-0.726,-1.068,-0.963,0.447,-0.000,2.536,-1.593,3.141,1.465,1.142,0.564,-6.013,0.008,-0.374,0.002,535.448,336.520
101094.461,302.181,1.165,0.000,-0.095,0.184,-1.837,-0.446,1.606,2.091,0.973,-1.453,-0.747,-1.926,0.224,0.626,2.113,-1.912,2.827,1.360,1.038,0.564,-6.034,0.027,-0.364,0.002,535.448,336.520
101102.524,302.175,1.166,0.494,0.142,-0.136,-1.081,-1.003,1.499,2.718,0.649,-0.726,-0.320,-0.749,-0.335,0.418,2.219,-1.699,2.827,0.942,0.519,0.226,-6.023,0.008,-0.394,0.002,535.448,336.520
101094.461,302.178,1.165,0.329,0.063,0.504,-1.837,-0.669,2.141,1.673,0.649,-0.623,-1.281,-1.712,0.112,0.418,2.324,-1.487,2.932,0.628,0.831,0.902,-3.972,0.046,-0.272,0.001,535.448,336.520
101094.461,302.178,1.165,0.000,-0.095,0.504,-1.837,-0.892,1.820,2.823,0.216,-0.519,-0.427,-1.819,0.112,0.939,2.641,-1.699,3.037,1.570,0.415,0.000,-3.962,0.027,-0.262,0.001,535.448,336.520
101102.524,302.178,1.166,0.807,0.379,0.344,-1.189,-1.115,1.392,1.987,1.190,-1.142,-0.534,-0.749,-0.447,0.731,2.535,-1.487,2.618,1.570,0.727,-0.563,-3.972,-0.012,-0.262,0.002,535.448,336.520
101086.398,302.178,1.165,0.494,0.142,0.184,-1.621,-0.223,1.070,2.509,0.973,-0.415,-0.534,-1.177,1.007,-0.521,2.746,-1.274,2.932,1.256,1.142,0.564,-3.972,-0.012,-0.272,0.001,535.448,336.520
101098.492,302.178,1.166,0.494,0.142,0.344,-1.945,-0.892,1.499,2.091,0.865,-0.934,-0.427,-1.391,0.224,0.731,2.007,-1.381,3.141,1.256,1.661,0.451,-3.972,0.008,-0.252,0.001,535.448,336.520
101098.492,302.173,1.166,0.329,0.063,0.184,-1.081,-1.226,1.713,2.509,0.433,-1.141,-0.427,-1.070,0.671,0.626,2.958,-2.018,3.246,1.360,0.831,-0.113,-3.983,0.027,-0.262,0.000,535.448,336.520
101098.492,302.173,1.166,0.329,0.063,0.344,-1.081,-0.446,1.606,2.196,1.514,-1.764,0.000,-0.856,-0.112,0.313,2.641,-1.062,2.932,1.674,0.934,-0.225,-3.972,0.008,-0.252,0.001,535.448,336.520
101098.492,302.168,1.166,0.000,-0.095,0.024,-1.513,-0.557,1.927,2.300,0.973,-0.519,-1.388,-0.856,0.783,0.418,2.641,-1.168,3.560,0.733,1.142,0.564,-3.983,0.008,-0.252,0.001,535.448,336.520
101090.429,302.171,1.165,0.000,-0.253,0.024,-2.162,-0.557,1.606,2.823,1.081,-1.038,-0.214,-2.140,0.336,0.522,2.007,-1.699,3.141,1.674,0.623,0.902,-3.983,0.008,-0.272,0.002,535.448,336.520
101086.398,302.173,1.165,0.000,-0.095,0.024,-1.189,-1.337,1.499,2.091,0.973,-1.141,-0.534,-0.963,-0.223,0.626,2.007,-1.699,2.932,1.256,0.934,-0.225,-3.983,-0.012,-0.272,0.001,535.448,336.520
101106.555,302.173,1.166,0.000,-0.016,0.344,-1.945,-0.669,0.856,2.196,1.190,-1.141,-0.641,-0.856,0.559,-0.208,2.324,-2.230,2.618,0.837,0.519,0.451,-3.972,-0.012,-0.252,0.001,535.448,336.520
101102.524,302.173,1.166,0.000,-0.095,0.344,-1.729,-0.111,1.606,1.777,1.190,-1.038,-0.427,-0.642,0.224,0.522,2.219,-1.699,2.827,0.628,1.350,-0.113,-3.962,0.008,-0.283,0.001,535.448,336.520
