%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
100961.423,301.734,1.166,0.480,0.134,-0.088,-2.270,-0.669,0.321,1.882,0.757,-1.868,-1.068,-1.498,0.112,-0.625,1.796,-2.018,2.408,1.151,0.519,-0.450,-7.000,0.032,-0.223,0.002,535.448,336.520
100977.549,301.738,1.166,0.000,-0.024,-0.248,-2.378,-1.226,1.713,0.732,0.324,-1.557,-0.747,-1.926,0.224,-0.000,1.268,-2.124,2.513,0.209,1.038,0.113,-7.000,0.051,-0.233,0.001,535.448,336.520
100949.328,301.731,1.166,0.308,0.055,0.072,-2.270,-1.003,0.963,1.673,-0.108,-1.972,-1.708,-1.819,0.000,0.313,2.113,-2.336,3.037,0.942,-0.104,-0.225,-7.021,0.051,-0.243,0.001,535.448,336.520
100949.328,301.731,1.166,0.000,-0.103,-0.248,-2.594,-1.337,1.070,1.673,0.649,-2.387,-1.388,-1.498,-0.781,0.313,2.430,-1.593,2.827,1.151,0.623,-0.563,-7.021,0.032,-0.243,0.001,535.448,336.520
100937.234,301.725,1.165,0.000,-0.024,0.072,-1.621,-1.449,0.321,1.673,0.865,-1.349,-1.922,-1.498,0.559,-0.521,2.218,-2.018,2.827,0.628,0.415,0.226,-7.052,0.013,-0.233,0.001,535.448,336.520
100953.360,301.728,1.166,0.000,-0.103,-0.088,-2.702,-0.557,1.177,1.150,0.541,-1.453,-1.281,-1.712,-0.112,0.835,1.268,-1.487,2.932,0.209,0.623,-0.338,-7.052,0.013,-0.243,0.002,535.448,336.520
100969.486,301.736,1.166,0.000,-0.103,0.072,-1.513,-1.560,1.177,1.777,0.216,-1.660,-1.281,-1.605,-0.112,0.313,2.535,-2.761,2.723,1.256,0.519,-0.338,-7.000,0.051,-0.233,0.001,535.448,336.520
100957.391,301.728,1.166,0.000,-0.340,-0.088,-2.378,-0.557,0.535,1.987,0.433,-2.179,-1.495,-1.177,0.112,-0.417,2.007,-2.124,2.199,1.047,0.623,0.338,-7.042,0.013,-0.243,0.001,535.448,336.520
100961.423,301.733,1.166,0.480,0.134,0.392,-1.945,-0.669,1.392,0.836,1.081,-1.245,-2.029,-1.284,-0.223,-0.104,1.585,-2.124,2.827,0.105,0.623,-0.113,-6.979,0.032,-0.233,0.001,535.448,336.520
100965.454,301.733,1.166,0.000,-0.182,-0.088,-2.270,-1.115,1.070,1.673,-0.108,-1.349,-1.388,-2.676,-0.558,0.000,2.007,-2.230,1.990,1.047,-0.207,-0.788,-7.021,0.032,-0.233,0.001,535.448,336.520
100957.391,301.733,1.166,0.000,-0.103,0.552,-2.054,-1.337,1.177,1.568,1.081,-2.075,-1.815,-1.391,-0.558,0.313,2.324,-2.124,2.723,0.628,0.623,-0.788,-7.031,0.071,-0.223,0.001,535.448,336.520
100957.391,301.731,1.166,0.308,0.055,0.392,-2.702,-1.003,0.642,1.777,-0.000,-1.453,-1.708,-1.926,0.112,-0.625,2.324,-2.443,2.723,0.523,0.104,0.113,-7.031,0.051,-0.233,0.001,535.448,336.520
100957.391,301.730,1.166,0.000,-0.024,0.232,-1.837,-1.003,1.499,0.941,0.541,-1.453,-1.175,-1.926,-0.335,0.522,1.585,-1.805,3.560,0.419,0.727,0.000,-7.042,0.051,-0.233,0.000,535.448,336.520
100961.423,301.731,1.166,0.000,-0.182,0.232,-1.837,-1.226,1.499,1.568,-0.000,-1.868,-1.495,-1.284,-0.223,0.000,2.113,-2.761,2.723,1.047,0.000,-0.563,-7.052,0.032,-0.233,0.002,535.448,336.520
100957.391,301.731,1.166,0.000,-0.103,0.072,-2.810,-1.226,0.642,1.777,0.649,-2.283,-1.175,-1.391,0.000,0.000,2.218,-1.593,2.723,1.047,0.519,-0.788,-7.021,0.013,-0.223,0.001,535.448,336.520
