%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],,,,,,
101767.714,302.276,1.173,25.012,366.86,-0.16,390.519,392.452,394.441,395.222,394.525,392.081,392.379,391.7,392.819,393.207,395.117,391.643,395.763,394.118,394.043,393.566,1.062,-0.871,0.392,-0.017,535.448,336.52,,,,,,
101767.714,302.278,1.173,25.012,366.86,0.32,391.494,391.336,394.12,394.49,393.551,391.457,391.844,391.914,392.596,393.624,395.328,390.792,395.451,394.537,393.627,392.663,1.083,-0.871,0.402,-0.017,535.448,336.52,,,,,,
101759.651,302.275,1.173,25.012,366.86,-0.16,391.386,392.564,393.478,395.013,393.876,391.457,392.058,391.914,394.05,393.103,395.856,392.069,395.555,394.327,394.562,394.017,1.072,-0.89,0.382,-0.016,535.448,336.52,,,,,,
101763.683,302.276,1.173,25.015,366.939,-0.16,391.71,392.229,394.87,394.595,394.092,391.561,391.63,391.914,393.155,392.789,394.8,390.685,395.032,392.444,393.05,393.002,1.072,-0.871,0.392,-0.016,535.448,336.52,,,,,,
101759.651,302.28,1.173,25.007,366.702,-0.32,390.953,392.117,394.013,395.117,393.119,391.665,392.165,391.807,393.379,392.998,395.962,391.643,395.555,393.909,393.154,393.566,1.072,-0.89,0.402,-0.016,535.448,336.52,,,,,,
101763.683,302.271,1.173,25.006,366.702,-0.16,390.737,392.117,393.799,394.699,393.66,391.041,391.63,392.129,392.484,392.998,395.856,391.962,395.451,394.223,393.985,392.663,1.083,-0.871,0.392,-0.017,535.448,336.52,,,,,,
101767.714,302.275,1.173,25.009,366.781,-0.16,391.712,392.452,394.013,395.431,394.092,392.185,392.058,392.451,393.826,392.476,395.856,391.111,396.079,393.804,393.258,392.55,1.072,-0.852,0.392,-0.017,535.448,336.52,,,,,,
101779.808,302.27,1.173,25.004,366.702,-0.32,389.546,391.336,393.798,394.176,392.686,391.041,391.523,390.842,392.036,392.685,394.06,391.749,395.032,393.49,393.569,393.002,1.072,-0.89,0.392,-0.016,535.448,336.52,,,,,,
101763.683,302.275,1.173,25.007,366.702,0.16,391.279,390.889,394.226,394.908,393.551,391.561,392.058,391.914,392.819,392.581,394.589,390.366,394.822,393.281,393.154,392.438,1.072,-0.89,0.392,-0.016,535.448,336.52,,,,,,
101771.745,302.286,1.173,25.065,368.441,0,390.196,391.003,392.41,394.074,392.255,389.588,390.348,389.986,391.813,391.122,393.532,389.516,393.357,392.4,391.701,391.311,3.051,-0.16,0.504,0.005,535.448,336.52,,,,,,
101755.62,302.286,1.173,25.062,368.283,0,389.655,390.777,393.373,393.761,393.012,390.108,391.097,390.522,392.26,392.687,393.321,389.729,394.822,391.248,392.324,391.311,3.04,-0.16,0.504,0.004,535.448,336.52,,,,,,
101759.651,302.286,1.173,25.069,368.52,0.16,389.221,389.214,392.299,393.342,391.822,389.796,390.348,389.664,391.701,391.435,393.426,389.516,393.88,392.086,391.078,391.085,3.072,-0.14,0.504,0.005,535.448,336.52,,,,,,
101759.651,302.283,1.173,25.056,368.124,-0.16,389.221,389.549,392.085,393.445,392.579,389.692,390.348,389.879,391.03,391.017,393.321,388.984,393.147,390.934,391.389,389.506,3.051,-0.14,0.493,0.005,535.448,336.52,,,,,,
101755.62,302.284,1.173,25.065,368.362,-0.16,388.464,388.879,391.871,392.19,391.39,389.484,388.85,389.235,391.03,389.973,392.159,389.091,392.833,390.725,390.974,390.296,3.04,-0.121,0.514,0.006,535.448,336.52,,,,,,
101759.651,302.283,1.173,25.061,368.283,-0.32,387.056,389.326,390.801,391.458,390.416,388.603,389.278,389.021,390.135,390.287,391.736,388.133,392.414,391.039,390.559,390.183,3.03,-0.121,0.493,0.005,535.448,336.52,,,,,,
101759.651,302.283,1.173,25.059,368.203,-0.32,388.464,388.991,392.192,393.026,391.281,389.851,389.705,389.342,390.135,390.182,392.793,387.814,392.519,390.62,390.766,389.732,3.019,-0.121,0.504,0.006,535.448,336.52,,,,,,
101751.588,302.283,1.173,25.062,368.283,-0.16,387.922,389.214,390.373,391.353,390.308,387.667,388.635,389.126,389.799,389.869,391.842,388.559,391.995,391.144,390.351,390.408,3.019,-0.14,0.483,0.005,535.448,336.52,,,,,,
101751.588,302.283,1.173,25.062,368.283,-0.32,388.572,389.214,391.978,392.085,390.849,389.123,388.742,389.018,390.135,390.182,391.736,388.133,392.624,390.411,390.662,390.07,3.04,-0.198,0.504,0.005,535.448,336.52,,,,,,
101759.651,302.286,1.173,25.061,368.283,-0.16,387.814,389.103,391.978,393.34,391.281,389.747,390.133,389.447,390.694,390.909,393.004,389.197,393.147,391.458,390.766,390.408,3.061,-0.16,0.483,0.005,535.448,336.52,,,,,,
101755.62,302.288,1.173,25.065,368.362,-0.16,388.68,389.103,391.122,391.667,391.281,388.083,389.491,389.126,389.687,390.387,392.37,388.452,392.624,391.144,391.078,389.957,3.051,-0.16,0.483,0.006,535.448,336.52,,,,,,
101767.714,302.286,1.173,25.055,368.124,0.16,389.113,390.219,391.871,393.445,391.714,389.539,389.812,389.34,391.477,389.97,393.849,389.302,393.147,392.086,391.182,391.311,3.04,-0.14,0.483,0.006,535.448,336.52,,,,,,
101755.62,302.291,1.173,25.059,368.203,-0.48,388.788,391.001,393.156,393.445,392.796,390.475,391.416,390.413,391.924,391.744,393.215,390.26,394.298,392.714,392.324,391.311,3.051,-0.16,0.493,0.005,535.448,336.52,,,,,,
101755.62,302.288,1.173,25.049,367.887,0,390.088,389.214,392.192,393.131,391.498,389.955,390.454,390.413,391.03,390.805,393.426,388.77,393.774,392.967,391.389,391.649,3.051,-0.16,0.483,0.006,535.448,336.52,,,,,,
101763.683,302.286,1.173,25.056,368.124,0.16,389.113,390.554,392.621,394.176,392.471,390.059,390.882,391.163,392.596,391.953,394.166,390.792,393.669,393.072,393.05,391.988,3.019,-0.14,0.483,0.006,535.448,336.52,,,,,,
101755.62,302.283,1.173,25.051,367.966,-0.32,390.088,390.219,393.477,393.445,392.687,390.267,390.454,390.842,392.372,391.849,393.849,391.324,395.135,392.548,392.946,393.002,3.04,-0.179,0.504,0.006,535.448,336.52,,,,,,
101755.62,302.283,1.173,25.054,368.045,-0.32,390.303,391.782,393.37,394.595,392.904,390.787,391.203,390.091,392.148,391.849,394.272,389.834,393.879,393.072,391.804,391.648,3.082,-0.179,0.493,0.006,535.448,336.52,,,,,,
101747.557,302.283,1.173,25.06,368.203,-0.48,389.87,389.884,392.621,393.654,392.687,390.267,390.989,391.163,391.477,392.057,394.694,390.579,394.612,392.444,392.946,391.422,3.03,-0.16,0.483,0.006,535.448,336.52,,,,,,
101759.651,302.283,1.173,25.051,367.966,0,389.87,391.001,392.301,394.281,392.904,390.579,390.561,390.413,392.596,391.327,394.377,389.728,393.983,392.339,392.116,391.874,3.019,-0.16,0.504,0.006,535.448,336.52,,,,,,
101751.588,302.28,1.173,25.057,368.124,-0.16,388.787,390.777,393.478,393.548,393.12,390.995,391.096,389.662,392.372,392.579,393.426,390.154,394.298,392.234,392.324,391.422,3.061,-0.16,0.483,0.005,535.448,336.52,,,,,,
101759.651,302.288,1.173,25.043,367.729,-0.64,392.578,393.683,395.3,396.688,395.283,393.331,393.129,393.096,395.168,394.149,396.279,392.602,395.974,394.807,394.815,394.808,5.123,0.629,0.595,0.026,535.448,336.52,,,,,,
101751.588,302.284,1.173,25.044,367.729,-0.48,392.361,393.234,395.728,396.584,394.959,393.227,393.343,393.418,394.721,395.088,396.173,392.495,396.916,394.179,394.815,394.357,5.123,0.629,0.605,0.026,535.448,336.52,,,,,,
101759.651,302.286,1.173,25.037,367.571,-0.48,392.253,392.564,394.655,395.852,393.661,391.667,392.38,391.702,393.49,393.522,396.068,391.325,395.869,394.702,393.777,394.244,5.164,0.629,0.605,0.026,535.448,336.52,,,,,,
101763.683,302.283,1.173,25.031,367.413,-0.48,392.145,393.457,395.726,396.686,395.499,392.603,393.771,394.062,394.273,394.044,396.596,392.602,396.497,394.598,394.711,393.003,5.112,0.648,0.605,0.026,535.448,336.52,,,,,,
101767.714,302.283,1.173,25.033,367.492,-0.32,393.336,393.569,395.298,396.581,395.822,393.539,393.45,394.491,394.833,394.566,397.547,393.24,397.754,395.749,395.749,395.823,5.133,0.61,0.595,0.026,535.448,336.52,,,,,,
101763.683,302.284,1.173,25.037,367.571,-0.48,392.686,394.462,396.582,397.418,395.931,394.219,394.841,393.525,395.839,395.193,397.23,393.347,397.754,396.482,395.438,395.484,5.133,0.61,0.605,0.027,535.448,336.52,,,,,,
101767.714,302.283,1.173,25.033,367.492,-0.16,393.227,394.35,396.796,398.254,397.12,394.843,394.947,395.241,395.504,395.714,397.864,393.453,398.591,396.796,396.58,396.387,5.123,0.629,0.605,0.026,535.448,336.52,,,,,,
101763.683,302.286,1.173,25.039,367.65,0,393.985,396.025,396.582,397.731,397.012,394.219,395.054,395.669,396.622,395.819,399.343,395.474,398.906,397.842,397.826,397.402,5.112,0.629,0.605,0.026,535.448,336.52,,,,,,
101771.745,302.291,1.173,25.044,367.808,0.16,395.176,396.36,398.616,398.568,397.661,395.363,395.374,394.918,396.398,396.549,397.758,394.091,398.801,395.854,396.58,396.387,5.133,0.629,0.605,0.026,535.448,336.52,,,,,,
101767.714,302.288,1.173,25.047,367.887,0,394.418,395.578,397.331,398.463,396.796,394.739,395.909,395.562,397.293,397.069,399.343,394.943,399.22,397.947,397.099,396.838,5.133,0.629,0.615,0.027,535.448,336.52,,,,,,
101763.683,302.288,1.173,25.042,367.729,-0.32,395.393,395.913,398.509,398.882,397.985,394.947,395.802,395.884,397.405,397.278,399.237,395.581,398.696,397.319,397.618,395.823,5.112,0.629,0.615,0.026,535.448,336.52,,,,,,
101771.745,302.284,1.173,25.044,367.808,-0.16,394.418,395.02,397.76,397.94,396.904,394.635,394.626,395.455,396.622,395.399,397.864,394.516,398.487,396.063,395.749,395.372,5.123,0.61,0.605,0.026,535.448,336.52,,,,,,
101767.714,302.284,1.173,25.039,367.65,-0.32,392.253,394.015,396.475,397.209,396.147,393.595,394.412,393.417,395.28,396.13,397.758,394.303,398.486,396.063,396.165,395.033,5.091,0.61,0.585,0.025,535.448,336.52,,,,,,
101755.62,302.284,1.173,25.043,367.729,0,393.66,392.787,395.94,396.79,396.039,393.075,393.556,394.06,394.385,395.086,396.701,391.962,396.706,395.269,394.919,393.341,5.102,0.629,0.595,0.026,535.448,336.52,,,,,,
101747.557,302.283,1.173,25.039,367.571,-0.16,392.361,393.569,394.763,396.999,395.498,392.867,393.877,393.31,395.392,393.833,396.279,392.388,395.973,394.955,394.919,393.68,5.102,0.591,0.575,0.025,535.448,336.52,,,,,,
101755.62,302.278,1.173,25.037,367.571,0.16,391.82,393.01,395.298,395.431,394.633,392.451,392.807,392.666,394.385,394.877,395.751,392.388,396.496,394.118,394.4,393.566,5.102,0.591,0.605,0.025,535.448,336.52,,,,,,
101759.651,302.281,1.173,25.04,367.65,0.16,391.71,392.675,395.512,396.268,394.525,392.867,393.556,392.666,394.497,393.729,396.173,391.643,396.077,394.013,393.258,393.227,5.102,0.648,0.595,0.026,535.448,336.52,,,,,,
101759.651,302.284,1.173,25.048,367.887,-0.16,391.386,392.899,394.334,395.431,394.741,391.099,393.449,393.417,394.161,393.729,396.385,392.813,396.392,395.06,395.646,394.017,5.091,0.61,0.615,0.025,535.448,336.52,,,,,,
101763.683,302.288,1.173,25.048,367.887,-0.16,392.468,393.457,395.512,395.954,395.174,392.659,392.272,392.452,393.938,393.207,395.645,392.069,396.392,394.432,393.985,394.017,5.091,0.648,0.595,0.026,535.448,336.52,,,,,,
101755.62,302.289,1.173,25.051,367.966,0.32,391.169,392.787,395.298,396.477,395.065,393.075,393.556,392.666,394.609,394.459,396.385,392.388,397.02,395.165,394.815,394.13,5.102,0.61,0.605,0.025,535.448,336.52,,,,,,
101755.62,302.289,1.173,24.995,366.307,-0.48,389.004,390.109,392.195,393.55,392.145,389.587,390.026,389.448,391.252,391.225,392.686,388.877,393.146,391.606,390.928,390.52,7.101,1.398,0.686,0.047,535.448,336.52,,,,,,
101755.62,302.291,1.173,24.995,366.307,-0.16,388.571,388.768,391.552,392.505,391.713,388.963,390.026,389.985,390.246,391.225,393.108,388.983,393.146,391.711,391.239,390.407,7.111,1.398,0.676,0.047,535.448,336.52,,,,,,
101755.62,302.286,1.173,25,366.465,-0.16,388.462,390.107,391.765,393.237,392.47,390.211,389.812,389.663,391.588,389.868,393.214,389.09,393.251,391.816,391.343,391.535,7.132,1.379,0.686,0.047,535.448,336.52,,,,,,
101771.745,302.289,1.173,25.004,366.623,-0.32,389.22,390.219,393.05,393.026,392.362,390.107,390.668,389.985,391.14,391.329,392.58,389.302,393.565,391.502,391.551,390.858,7.132,1.36,0.696,0.046,535.448,336.52,,,,,,
101747.557,302.289,1.173,25.001,366.465,-0.16,389.545,389.214,391.658,393.026,390.631,390.107,389.919,390.521,391.588,391.225,393.953,389.409,393.879,392.548,392.07,391.761,7.143,1.379,0.686,0.047,535.448,336.52,,,,,,
101747.557,302.291,1.173,24.996,366.307,-0.48,389.545,390.554,392.194,393.549,392.578,389.066,390.133,390.199,392.147,391.434,393.425,389.622,392.727,391.816,391.343,390.633,7.101,1.398,0.696,0.047,535.448,336.52,,,,,,
101743.525,302.289,1.173,24.999,366.386,-0.32,389.329,390.777,392.301,393.863,392.794,390.937,390.133,390.199,392.371,391.851,394.165,390.047,394.612,391.92,392.485,391.761,7.101,1.398,0.686,0.046,535.448,336.52,,,,,,
101751.588,302.288,1.173,24.995,366.307,-0.16,389.437,390.219,392.836,393.34,392.362,389.69,390.347,389.126,391.252,391.538,393.214,388.877,392.832,392.653,391.032,391.535,7.111,1.379,0.686,0.047,535.448,336.52,,,,,,
101743.525,302.289,1.173,25.002,366.465,0,389.437,389.773,392.622,393.445,392.686,390.106,390.882,390.842,391.862,392.269,394.587,390.579,394.507,392.653,392.693,390.858,7.111,1.321,0.686,0.046,535.448,336.52,,,,,,
101751.588,302.289,1.173,25.006,366.623,-0.48,389.978,390.777,392.087,393.967,392.47,390.729,390.882,390.734,392.309,391.328,394.482,390.154,395.135,393.176,393.108,392.212,7.08,1.36,0.686,0.047,535.448,336.52,,,,,,
101747.557,302.288,1.173,25.006,366.623,-0.16,390.086,391.894,394.227,393.863,393.443,390.833,391.096,391.056,392.309,392.267,392.897,389.515,393.669,391.711,391.447,390.971,7.091,1.398,0.696,0.046,535.448,336.52,,,,,,
101759.651,302.294,1.173,25.005,366.623,-0.32,389.22,389.103,391.765,393.34,391.28,389.898,390.775,390.413,391.75,391.85,394.482,388.983,394.612,392.13,392.589,391.648,7.122,1.379,0.676,0.046,535.448,336.52,,,,,,
101755.62,302.291,1.173,25.016,366.939,-0.32,389.762,390.442,392.087,393.758,392.578,389.274,390.133,390.091,391.862,390.91,393.531,389.302,392.414,391.816,392.07,390.971,7.111,1.36,0.676,0.046,535.448,336.52,,,,,,
101743.525,302.292,1.173,25.015,366.86,-0.32,389.004,390.331,392.194,392.922,391.713,389.482,389.277,389.876,390.967,390.806,392.686,388.983,393.357,390.246,391.135,390.069,7.111,1.379,0.696,0.046,535.448,336.52,,,,,,
101759.651,302.292,1.173,25.011,366.781,-0.32,387.921,388.768,391.551,392.085,390.631,389.17,389.491,388.482,390.632,389.971,392.686,388.345,393.042,391.083,390.247,390.069,7.101,1.379,0.686,0.047,535.448,336.52,,,,,,
101755.62,302.291,1.173,25.008,366.702,-0.32,388.029,388.321,391.444,391.772,390.848,388.442,388.635,389.126,389.514,390.389,392.686,388.345,392.519,391.92,390.559,390.407,7.122,1.36,0.686,0.047,535.448,336.52,,,,,,
101759.651,302.291,1.173,25.008,366.702,-0.32,388.247,389.884,391.551,393.026,391.821,390.313,390.347,390.305,391.862,389.867,393.531,389.409,393.147,391.397,390.974,390.407,7.122,1.379,0.676,0.046,535.448,336.52,,,,,,
101755.62,302.289,1.173,25.003,366.544,0,387.922,388.433,391.658,391.876,390.956,388.546,389.063,388.375,390.632,390.284,391.524,389.196,392.833,391.502,390.662,391.535,7.111,1.379,0.696,0.047,535.448,336.52,,,,,,
101751.588,302.296,1.173,25.012,366.781,-0.64,389.655,390.219,392.622,393.654,392.362,390.106,390.989,391.056,391.415,391.641,393.531,388.558,393.671,392.13,391.701,391.31,7.091,1.36,0.696,0.047,535.448,336.52,,,,,,
101751.588,302.286,1.173,24.998,366.386,-0.48,389.546,390.889,392.301,393.758,392.47,389.586,390.668,390.734,391.862,391.328,393.848,390.047,393.775,392.444,392.22,391.31,7.122,1.379,0.717,0.047,535.448,336.52,,,,,,
101747.557,302.296,1.173,25.026,367.176,-0.32,388.464,389.217,391.875,392.088,391.93,388.548,389.599,389.235,390.47,390.287,392.37,388.346,392.414,390.516,390.455,389.619,9.09,2.072,0.778,0.065,535.448,336.52,,,,,,
101755.62,302.292,1.173,25.024,367.176,-0.48,387.814,388.879,391.126,391.983,390.957,388.548,389.064,388.913,391.03,389.556,392.264,388.665,392.833,389.992,390.559,390.521,9.079,2.072,0.757,0.065,535.448,336.52,,,,,,
101747.557,302.294,1.173,25.023,367.097,-0.16,387.273,388.433,391.443,392.192,391.173,388.652,389.064,388.913,390.582,390.287,391.736,388.027,391.995,390.202,390.559,389.393,9.048,2.052,0.778,0.066,535.448,336.52,,,,,,
101747.557,302.289,1.173,25.02,367.018,0,388.139,387.651,390.801,391.144,390.416,388.132,388.743,388.913,389.464,390.078,392.264,387.282,392.31,391.039,390.143,389.844,9.069,2.091,0.788,0.067,535.448,336.52,,,,,,
101735.462,302.291,1.172,25.013,366.781,-0.32,388.031,389.103,389.945,391.981,390.849,388.236,388.957,388.913,390.359,389.243,392.053,388.133,392.1,390.306,390.662,389.732,9.058,2.11,0.768,0.065,535.448,336.52,,,,,,
101747.557,302.294,1.173,25.012,366.781,-0.16,387.056,388.098,390.801,391.249,390.633,388.442,388.636,387.626,389.687,390.078,391.102,387.495,391.995,389.574,390.04,389.28,9.11,2.091,0.778,0.065,535.448,336.52,,,,,,
101743.525,302.289,1.173,25.004,366.544,-0.32,387.489,387.651,390.694,391.353,389.443,387.714,388.313,388.163,389.016,389.765,391.842,386.856,391.786,390.516,389.624,390.183,9.069,2.091,0.768,0.065,535.448,336.52,,,,,,
101739.494,302.291,1.172,25.016,366.86,0,386.948,388.879,390.587,391.563,390.849,386.882,388.634,389.126,389.911,389.451,392.159,388.24,392.31,390.411,390.351,388.942,9.069,2.11,0.768,0.066,535.448,336.52,,,,,,
101739.494,302.294,1.172,25.008,366.623,-0.48,388.139,388.768,390.908,391.772,390.849,388.234,388.206,388.697,389.737,389.347,392.053,387.92,391.995,389.574,390.143,389.844,9.09,2.091,0.788,0.065,535.448,336.52,,,,,,
101755.62,302.297,1.173,25.011,366.781,0,387.489,389.438,391.015,392.817,390.741,388.754,389.276,388.482,390.856,390.179,392.898,389.197,392.624,391.248,390.351,390.07,9.09,2.091,0.768,0.065,535.448,336.52,,,,,,
101751.588,302.296,1.173,25.006,366.623,0,388.247,388.098,391.336,391.981,390.416,388.65,388.634,388.911,389.961,389.865,392.37,388.452,392.728,390.934,391.078,389.619,9.058,2.129,0.768,0.066,535.448,336.52,,,,,,
101747.557,302.296,1.173,25.007,366.623,0.16,388.247,390.107,391.015,392.19,391.065,389.69,388.741,389.126,390.856,389.657,392.264,388.345,392.31,391.248,390.559,391.198,9.09,2.091,0.768,0.065,535.448,336.52,,,,,,
101743.525,302.296,1.173,25.007,366.623,0.16,388.031,389.326,392.513,391.563,391.065,389.274,389.918,390.091,391.415,391.536,392.37,389.622,393.146,390.83,391.597,390.408,9.09,2.11,0.747,0.065,535.448,336.52,,,,,,
101751.588,302.291,1.173,24.998,366.386,0,389.113,388.209,391.764,391.772,390.092,388.442,389.276,388.267,390.185,390.492,392.264,387.174,392.622,390.665,390.351,389.506,9.069,2.091,0.788,0.065,535.448,336.52,,,,,,
101731.431,302.292,1.172,25.001,366.386,0,387.706,389.214,390.373,391.772,391.281,387.818,389.383,388.911,390.52,389.761,392.581,388.77,391.889,390.874,390.559,389.393,9.079,2.091,0.768,0.067,535.448,336.52,,,,,,
101743.525,302.292,1.173,25.002,366.465,0,387.489,388.209,390.694,391.249,389.984,388.13,387.671,388.589,389.849,389.761,392.159,388.345,392.622,390.351,390.559,389.618,9.079,2.072,0.778,0.065,535.448,336.52,,,,,,
101743.525,302.291,1.173,25.002,366.465,0,387.488,388.879,391.443,392.085,391.173,388.442,389.49,387.517,389.402,389.448,391.314,387.494,391.261,390.037,389.52,389.505,9.038,2.11,0.798,0.065,535.448,336.52,,,,,,
101743.525,302.292,1.173,24.996,366.307,0.16,386.947,387.651,389.945,391.249,390.2,387.714,388.848,388.589,389.625,389.552,392.581,387.919,392.413,390.56,390.87,389.505,9.079,2.11,0.768,0.066,535.448,336.52,,,,,,
101747.557,302.289,1.173,24.993,366.228,0.32,387.705,388.879,390.16,391.458,390.2,388.546,388.42,388.267,389.849,388.3,391.63,387.706,392.099,390.56,390.455,390.52,9.079,2.072,0.778,0.067,535.448,336.52,,,,,,
101759.651,302.289,1.173,24.997,366.386,0.32,387.813,389.103,391.444,391.563,391.065,389.066,389.597,389.233,390.073,390.387,391.419,387.706,392.204,390.141,390.559,389.73,9.069,2.11,0.757,0.067,535.448,336.52,,,,,,
101763.683,302.297,1.173,25.018,367.018,-0.32,393.01,393.57,396.369,397.733,395.822,394.37,395.161,394.918,395.055,395.296,398.496,393.133,398.171,396.106,396.119,394.017,11.057,2.764,0.859,0.087,535.448,336.52,,,,,,
101751.588,302.297,1.173,25.025,367.176,-0.16,392.901,393.458,394.764,396.582,395.065,391.874,392.914,392.666,395.167,394.252,396.278,393.133,396.601,395.897,395.6,395.483,11.068,2.726,0.879,0.086,535.448,336.52,,,,,,
101763.683,302.299,1.173,25.024,367.176,-0.32,393.659,394.463,397.117,397.523,397.12,394.578,394.412,394.704,396.174,396.235,397.334,394.09,397.857,395.269,395.393,394.355,11.057,2.745,0.859,0.087,535.448,336.52,,,,,,
101751.588,302.296,1.173,25.022,367.097,0,392.577,393.123,396.047,396.79,395.931,393.018,394.626,393.524,395.279,396.026,397.862,394.622,398.276,396.734,396.639,396.386,11.068,2.764,0.889,0.087,535.448,336.52,,,,,,
101759.651,302.296,1.173,25.019,367.018,-0.16,393.767,394.016,396.903,397.104,396.905,394.162,394.305,394.06,394.72,394.983,397.017,392.92,397.229,396.316,396.639,394.13,11.068,2.726,0.869,0.087,535.448,336.52,,,,,,
101751.588,302.292,1.173,25.02,367.018,-0.48,392.685,394.128,395.619,397.836,396.364,394.368,393.984,394.489,396.174,394.774,398.285,393.452,397.543,396.316,396.119,395.822,11.068,2.764,0.869,0.087,535.448,336.52,,,,,,
101763.683,302.292,1.173,25.018,367.018,-0.64,392.468,393.905,396.368,396.895,396.148,394.056,394.838,394.704,395.95,396.026,397.334,394.303,398.59,396.525,396.846,396.386,11.099,2.726,0.879,0.087,535.448,336.52,,,,,,
101755.62,302.289,1.173,25.016,366.939,-0.16,394.634,395.021,397.439,398.254,396.364,394.888,395.052,395.132,395.502,396.026,398.285,393.452,397.543,396.316,395.6,394.919,11.078,2.764,0.859,0.087,535.448,336.52,,,,,,
101755.62,302.292,1.173,25.016,366.939,-0.16,393.551,394.016,396.368,397.313,396.581,393.433,395.052,394.381,396.559,396.131,398.179,394.835,398.171,397.153,396.846,395.822,11.057,2.726,0.849,0.087,535.448,336.52,,,,,,
101763.683,302.296,1.173,25.016,366.939,-0.32,394.309,395.468,397.439,397.731,396.581,394.368,393.983,394.488,396.559,395.816,398.391,393.984,399.323,396.63,397.469,395.935,11.057,2.764,0.859,0.087,535.448,336.52,,,,,,
101747.557,302.297,1.173,25.02,367.018,-0.32,393.876,394.798,397.76,398.045,397.338,395.408,395.587,394.917,396.671,396.338,398.285,394.197,398.276,396.839,396.119,395.371,11.057,2.764,0.879,0.087,535.448,336.52,,,,,,
101755.62,302.296,1.173,25.008,366.702,0,394.092,393.57,397.117,397.627,396.581,394.368,395.159,395.239,395.217,396.338,399.341,394.197,398.695,397.467,397.365,396.16,11.068,2.726,0.879,0.087,535.448,336.52,,,,,,
101763.683,302.296,1.173,25.021,367.097,0,394.092,396.138,397.331,398.568,397.338,394.576,395.587,395.454,396.895,395.921,398.285,395.048,398.277,397.258,397.365,396.724,11.078,2.726,0.859,0.087,535.448,336.52,,,,,,
101751.588,302.297,1.173,25.02,367.018,0,394.525,395.468,397.76,397.731,397.554,395.304,395.587,395.025,396.783,396.443,398.285,394.303,398.906,396.42,397.054,396.499,11.078,2.745,0.879,0.087,535.448,336.52,,,,,,
101759.651,302.299,1.173,25.019,367.018,0.16,394.309,395.579,397.439,398.568,396.905,395.2,395.801,395.132,397.118,397.382,399.447,394.516,399.638,397.467,397.203,396.16,11.089,2.783,0.889,0.088,535.448,336.52,,,,,,
101751.588,302.297,1.173,25.023,367.097,-0.16,395.175,395.133,397.546,398.568,397.23,394.264,395.052,395.132,396.447,396.234,398.391,394.622,398.173,397.048,396.788,396.16,11.089,2.726,0.859,0.087,535.448,336.52,,,,,,
101755.62,302.296,1.173,25.017,366.939,-0.16,394.527,396.473,398.081,398.986,398.419,396.136,395.373,395.775,397.901,397.278,399.975,395.899,399.953,397.467,397.411,396.386,11.089,2.783,0.889,0.087,535.448,336.52,,,,,,
101763.683,302.292,1.173,25.018,367.018,-0.32,394.31,394.685,397.224,397.836,397.23,394.056,395.052,393.523,396.112,396.338,398.496,394.09,398.487,397.048,396.684,396.499,11.078,2.745,0.9,0.087,535.448,336.52,,,,,,
101755.62,302.294,1.173,25.022,367.097,-0.32,394.527,394.573,397.974,398.15,397.662,395.408,396.336,396.633,396.895,396.547,398.919,394.409,399.01,397.153,396.476,396.273,11.026,2.726,0.879,0.087,535.448,336.52,,,,,,
101743.525,302.291,1.173,25.018,366.939,-0.16,394.418,396.137,396.796,398.568,397.23,395.2,395.908,395.99,397.23,396.547,399.13,395.473,398.696,397.99,397.826,397.514,11.068,2.745,0.869,0.087,535.448,336.52,,,,,,
101759.651,302.299,1.173,25.116,369.863,-0.16,394.417,396.473,398.296,397.942,396.471,394.889,395.161,394.811,396.397,395.609,398.391,394.729,398.8,396.944,397.158,396.837,13.025,3.841,1.011,0.116,535.448,336.52,,,,,,
101751.588,302.304,1.173,25.111,369.705,-0.32,394.742,395.243,398.51,399.51,397.661,396.033,396.551,395.24,397.068,397.383,399.236,395.261,399.114,397.676,397.365,397.288,13.025,3.86,1.021,0.117,535.448,336.52,,,,,,
101763.683,302.304,1.173,25.11,369.705,-0.16,395.175,395.802,398.616,399.196,397.877,394.681,395.267,395.24,395.838,396.34,398.602,394.09,398.276,396.316,397.677,394.355,13.046,3.841,1.021,0.116,535.448,336.52,,,,,,
101767.714,302.304,1.173,25.104,369.547,-0.16,393.551,393.457,396.475,397.104,396.471,394.474,394.091,393.846,396.397,394.878,398.074,393.558,397.962,395.479,396.119,395.145,13.046,3.86,1.011,0.116,535.448,336.52,,,,,,
