%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101372.631,301.607,1.171,0,-0.174,-0.256,-1.837,-2.229,0.642,1.254,0.757,-2.075,-1.815,-1.819,-1.675,-0.313,1.479,-2.867,1.885,0,0,-1.013,-6.994,0.052,-0.291,0.002,535.448,336.52
101372.631,301.612,1.171,0,-0.016,0.064,-2.594,-1.56,0.107,1.359,-0.108,-1.66,-1.922,-2.14,0,-1.146,1.373,-2.442,1.675,-0.104,-0.104,-0.901,-6.984,0.091,-0.261,0.001,535.448,336.52
101376.663,301.609,1.171,0,-0.095,-0.096,-2.486,-1.56,1.391,0.418,0.541,-1.868,-1.815,-1.605,-0.223,0,1.057,-2.761,1.78,-0.313,-0.207,-1.126,-7.005,0.072,-0.271,0.002,535.448,336.52
101380.694,301.607,1.171,0,-0.016,0.064,-2.054,-2.341,0.321,1.359,-0.432,-1.764,-1.708,-1.284,-0.335,-0.313,1.796,-3.079,1.78,0.837,0.104,-0.901,-6.994,0.072,-0.271,0.002,535.448,336.52
101388.757,301.614,1.171,0.493,0.142,0.064,-2.378,-1.003,0.749,1.359,0.649,-3.009,-1.602,-2.354,-0.558,-0.625,1.373,-2.655,1.571,0.105,0.311,-1.688,-7.005,0.052,-0.281,0.001,535.448,336.52
101380.694,301.607,1.171,0.329,0.063,0.224,-2.27,-1.449,0.642,1.15,0,-1.557,-2.136,-1.712,-0.112,-0.625,2.007,-2.867,1.78,-0.209,0,-0.675,-6.994,0.072,-0.261,0.001,535.448,336.52
101372.631,301.607,1.171,0,-0.016,-0.096,-2.702,-1.672,0.963,1.255,0.324,-1.661,-1.495,-3.103,-0.223,-0.729,1.585,-2.761,2.094,0.837,-0.311,-1.013,-6.984,0.091,-0.261,0.001,535.448,336.52
101376.663,301.604,1.171,0,-0.095,-0.096,-2.162,-2.452,0.963,1.464,0.757,-1.661,-2.349,-1.391,-0.558,-0.521,1.585,-2.761,1.99,0.314,-0.207,-1.013,-6.973,0.072,-0.271,0.001,535.448,336.52
101372.631,301.605,1.171,0,-0.095,-0.096,-2.378,-1.337,0.214,1.673,0.541,-1.661,-1.495,-1.498,0.335,-0.521,1.69,-3.079,1.361,0.523,-0.207,-0.45,-7.015,0.072,-0.281,0.001,535.448,336.52
101368.6,301.605,1.171,0,-0.095,-0.096,-2.918,-1.56,0.963,0.209,0.324,-1.764,-2.136,-2.033,-0.335,0,0.634,-2.973,2.199,-0.104,0,-0.113,-7.025,0.033,-0.281,0,535.448,336.52
101368.6,301.602,1.171,0,-0.332,-0.096,-2.162,-1.783,0.963,1.673,-0.756,-1.972,-1.602,-1.926,-0.781,-0.521,1.902,-3.186,2.094,0.314,-0.726,-0.563,-7.036,0.052,-0.261,0.001,535.448,336.52
101368.6,301.605,1.171,0,-0.095,-0.096,-2.27,-1.226,0.642,1.464,0.433,-2.283,-2.029,-1.605,-0.223,-0.729,1.373,-2.336,1.571,0.314,-0.622,-1.013,-7.015,0.052,-0.261,0.001,535.448,336.52
101380.694,301.601,1.171,0,-0.016,-0.256,-2.162,-1.783,0.428,1.046,0.541,-1.349,-2.029,-2.14,-0.335,-0.938,1.479,-2.867,1.675,-0.522,0.208,-0.338,-7.046,0.052,-0.271,0,535.448,336.52
101372.631,301.605,1.171,0.329,0.063,0.224,-3.026,-0.892,0.963,1.464,0.649,-2.387,-1.602,-2.675,-0.781,-0.104,1.373,-2.443,2.094,0.523,-0.104,-0.675,-7.015,0.072,-0.271,0.001,535.448,336.52
101384.726,301.609,1.171,0.493,0.142,0.064,-2.594,-2.229,0.535,1.15,0.649,-1.972,-1.922,-1.605,-0.781,-0.729,1.479,-2.974,1.99,0.209,-0.311,-1.688,-7.025,0.072,-0.271,0.002,535.448,336.52
101372.631,301.612,1.171,0.493,0.142,0.064,-2.702,-1.337,0.214,0.836,0.324,-1.349,-1.708,-2.247,0,-1.146,1.479,-2.443,1.571,0.105,0.208,-0.675,-7.005,0.072,-0.261,0.001,535.448,336.52
101372.631,301.607,1.171,0.716,0.3,-0.096,-2.81,-1.449,0.963,0.941,0.757,-1.661,-1.815,-2.033,-0.112,0.104,0.951,-2.655,2.094,-0.209,0.311,-0.45,-6.994,0.072,-0.291,0.002,535.448,336.52
101372.631,301.605,1.171,0.329,0.063,-0.416,-2.378,-1.449,0.214,1.464,-0.648,-1.453,-1.495,-1.605,-0.67,-0.521,2.219,-3.505,1.78,0.523,-0.933,-0.338,-6.994,0.052,-0.261,0.001,535.448,336.52
101376.663,301.602,1.171,0.615,0.221,-0.256,-2.27,-2.118,0.428,1.359,0.216,-2.283,-1.815,-2.033,-0.223,-1.25,1.902,-2.23,1.78,0.105,-0.311,-1.126,-7.015,0.052,-0.271,0.001,535.448,336.52
101364.568,301.604,1.171,0,-0.174,-0.416,-2.594,-1.003,1.07,1.15,-0.324,-1.245,-2.349,-2.033,0,-0.625,2.219,-2.655,2.094,-0.418,-0.104,-0.563,-7.025,0.052,-0.271,0.001,535.448,336.52
101380.694,301.615,1.171,0.493,0.142,-0.416,-2.81,-1.783,0.963,0.732,0.324,-1.349,-2.242,-1.926,-0.112,0.209,0.634,-3.08,2.303,-0.94,0,-0.563,-5.037,0.072,-0.2,0,535.448,336.52
101380.694,301.612,1.171,0,-0.016,-0.096,-1.945,-1.672,0.749,2.091,0,-1.66,-1.495,-2.14,-0.335,0,1.585,-2.655,1.885,0.314,-0.726,-0.675,-4.995,0.052,-0.21,0,535.448,336.52
101380.694,301.605,1.171,0,-0.016,-0.256,-2.054,-1.783,0.856,1.254,0.541,-1.972,-1.388,-2.247,-1.005,-0.521,1.479,-2.23,1.885,0.628,0.519,-1.126,-5.016,0.072,-0.22,0.001,535.448,336.52
101360.537,301.614,1.171,0,-0.095,-0.416,-2.162,-0.892,0.856,1.359,0.108,-1.453,-2.029,-1.819,-0.447,-0.729,1.479,-2.655,2.408,0.314,-0.207,-0.563,-5.006,0.033,-0.21,0,535.448,336.52
101364.568,301.61,1.171,0,-0.016,-0.416,-3.242,-1.449,1.07,0.941,0.216,-1.764,-1.281,-2.033,-0.335,-0.417,0.528,-2.23,2.408,0.837,0,-1.238,-5.037,0.052,-0.22,0.001,535.448,336.52
101384.726,301.607,1.171,0,-0.174,-0.256,-1.729,-1.895,0.535,1.15,0.649,-1.764,-2.136,-1.819,-0.781,-0.521,1.268,-3.505,2.617,0.419,0.208,-0.45,-5.006,0.052,-0.23,0.001,535.448,336.52
101372.631,301.607,1.171,0,-0.016,-0.416,-2.054,-1.115,-0.107,1.464,0.757,-1.764,-1.602,-1.391,0.336,-0.729,1.162,-2.336,1.256,0.419,-0.311,-0.563,-5.037,0.033,-0.2,0,535.448,336.52
101376.663,301.609,1.171,0.329,0.063,-0.096,-2.486,-1.56,1.07,1.045,0.433,-1.868,-1.602,-2.033,0,-0.313,1.056,-3.292,2.199,-0.522,0,-0.338,-5.006,0.052,-0.22,0,535.448,336.52
101380.694,301.612,1.171,0.493,0.142,-0.096,-1.837,-1.56,0.856,2.091,-0.864,-1.245,-1.388,-2.461,-0.223,-0.208,1.796,-3.08,1.78,0.419,-0.415,-0.45,-5.006,0.052,-0.22,0,535.448,336.52
101380.694,301.61,1.171,0.493,0.142,-0.256,-2.162,-1.226,0.856,1.359,0.433,-2.283,-1.602,-2.14,-0.558,0,1.796,-2.23,1.466,-0.209,0,-1.126,-5.016,0.033,-0.21,0,535.448,336.52
101376.663,301.609,1.171,0,-0.016,-0.256,-2.27,-1.337,0.428,1.568,0.108,-1.349,-2.136,-1.712,0.112,-1.146,1.69,-2.443,2.408,-0.104,0,-0.563,-5.006,0.072,-0.23,0.001,535.448,336.52
101380.694,301.612,1.171,0.493,0.142,-0.256,-2.81,-1.226,1.177,0.941,0.324,-1.245,-1.708,-2.14,-0.558,-0.625,1.268,-2.336,2.827,0.523,-0.104,-0.338,-5.016,0.033,-0.22,0.002,535.448,336.52
101376.663,301.607,1.171,0,-0.016,-0.416,-1.945,-2.118,0.642,1.673,0.216,-1.349,-1.388,-1.498,-0.781,-0.625,2.219,-3.292,1.99,0.733,-0.311,-0.675,-4.985,0.014,-0.2,0,535.448,336.52
