%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
99731.83,302.362,1.149,0.262,0.04,-0.056,-3.459,-2.786,-0.641,0.209,0,-2.387,-2.669,-2.568,-0.893,-2.084,0.74,-3.611,1.361,-0.94,-0.518,-1.126,-7.035,0.006,-0.246,0.002,535.448,336.52
99747.956,302.36,1.149,0.586,0.198,0.104,-4.431,-2.563,-0.107,0.209,-0.54,-2.698,-2.136,-2.782,-1.563,-0.938,0.106,-3.611,1.256,-1.045,-0.933,-1.463,-7.056,0.006,-0.257,0.001,535.448,336.52
99743.924,302.363,1.149,0.454,0.119,-0.056,-3.351,-3.009,-0.428,0.732,-1.187,-2.906,-2.242,-2.568,-1.339,-1.25,1.056,-4.354,0.942,-0.209,-0.933,-2.026,-7.045,0.045,-0.236,0.002,535.448,336.52
99739.893,302.362,1.149,0.586,0.198,-0.056,-3.351,-2.118,-0.748,0.105,-0.216,-3.114,-2.563,-2.461,-1.339,-1.667,0.74,-3.611,0.838,-0.627,-0.829,-2.251,-7.076,0.006,-0.246,0.001,535.448,336.52
99739.893,302.359,1.149,0.694,0.277,-0.536,-3.351,-2.675,0.214,0.523,-0.864,-2.387,-3.203,-2.461,-1.563,-1.667,0.106,-3.823,1.256,-1.045,-0.829,-1.126,-7.024,0.025,-0.246,0.001,535.448,336.52
99735.861,302.357,1.149,0,-0.119,-0.536,-4.107,-2.341,0.107,0.523,-0.756,-3.321,-2.669,-3.103,-1.451,-1.25,0.211,-3.398,0.838,-0.522,-0.933,-1.576,-7.035,-0.013,-0.246,0.001,535.448,336.52
99727.798,302.36,1.149,0.262,0.04,0.104,-3.351,-3.678,-0.214,0.418,-0.648,-3.009,-2.563,-2.675,-1.786,-1.355,0.528,-3.186,1.466,-0.313,-0.726,-2.589,-7.056,-0.032,-0.246,0.001,535.448,336.52
99727.798,302.359,1.149,0,-0.04,-0.216,-3.675,-2.006,-0.855,0.732,-0.216,-2.802,-2.669,-2.889,-1.116,-1.98,0.211,-3.611,0.524,-0.627,-0.829,-1.576,-7.066,-0.032,-0.236,0.001,535.448,336.52
99727.798,302.359,1.149,0.262,0.04,-0.216,-4.107,-3.009,-0.534,0,-0.756,-2.906,-3.097,-2.461,-1.563,-0.938,0.211,-3.505,0.733,-1.567,-0.622,-1.801,-7.056,-0.013,-0.216,0.002,535.448,336.52
99735.861,302.359,1.149,0.454,0.119,-0.536,-3.675,-2.675,-0.641,0.627,-1.079,-3.424,-3.097,-3.21,-1.674,-1.459,0.74,-3.611,0.942,-0.522,-1.969,-2.026,-7.045,-0.032,-0.267,0.001,535.448,336.52
